participant,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimuli,Condition,block.type,block
23,10,Fondentebad,105,badleft,18,1,667,cattivo,MGDB,test,testMilkGood
23,10,Fondentebad,107,fondenteleft,18,1,703,fond5,MGDB,test,testMilkGood
23,10,Fondentebad,109,goodright,23,1,587,eccellente,MGDB,test,testMilkGood
23,10,Fondentebad,111,latteright,23,1,615,latte4,MGDB,test,testMilkGood
23,10,Fondentebad,113,goodright,23,1,657,felicità,MGDB,test,testMilkGood
23,10,Fondentebad,115,fondenteleft,18,1,498,fond3,MGDB,test,testMilkGood
23,10,Fondentebad,117,badleft,18,1,684,disastro,MGDB,test,testMilkGood
23,10,Fondentebad,119,latteright,23,1,474,latte5,MGDB,test,testMilkGood
23,10,Fondentebad,121,goodright,23,1,927,buono,MGDB,test,testMilkGood
23,14,Lattebad,2,badleft,18,1,540,brutto,DGMB,practice,practiceMilkBad
23,14,Lattebad,4,latteleft,18,1,936,latte5,DGMB,practice,practiceMilkBad
23,14,Lattebad,6,badleft,18,1,553,odio,DGMB,practice,practiceMilkBad
23,14,Lattebad,8,latteleft,18,1,528,latte1,DGMB,practice,practiceMilkBad
23,14,Lattebad,10,goodright,18,0,527,amore,DGMB,practice,practiceMilkBad
23,14,Lattebad,12,fondenteright,23,1,2384,fond1,DGMB,practice,practiceMilkBad
23,14,Lattebad,14,badleft,18,1,1439,schifo,DGMB,practice,practiceMilkBad
23,14,Lattebad,16,latteleft,18,1,1493,latte3,DGMB,practice,practiceMilkBad
23,14,Lattebad,18,goodright,23,1,1101,gioia,DGMB,practice,practiceMilkBad
23,14,Lattebad,20,latteleft,18,1,1504,latte6,DGMB,practice,practiceMilkBad
23,14,Lattebad,22,goodright,23,1,947,pace,DGMB,practice,practiceMilkBad
23,14,Lattebad,24,latteleft,18,1,783,latte7,DGMB,practice,practiceMilkBad
23,14,Lattebad,26,badleft,18,1,867,cattivo,DGMB,practice,practiceMilkBad
23,14,Lattebad,28,latteleft,18,1,1046,latte2,DGMB,practice,practiceMilkBad
23,14,Lattebad,30,goodright,23,1,565,ridere,DGMB,practice,practiceMilkBad
23,14,Lattebad,32,latteleft,18,1,982,latte4,DGMB,practice,practiceMilkBad
23,14,Lattebad,34,goodright,18,0,1071,felicità,DGMB,practice,practiceMilkBad
23,14,Lattebad,36,latteleft,18,1,2818,latte6,DGMB,practice,practiceMilkBad
23,14,Lattebad,38,badleft,18,1,937,agonia,DGMB,practice,practiceMilkBad
23,14,Lattebad,40,fondenteright,23,1,922,fond7,DGMB,practice,practiceMilkBad
23,14,Lattebad,43,latteleft,18,1,982,latte1,DGMB,test,testMilkBad
23,14,Lattebad,45,badleft,18,1,1103,dolore,DGMB,test,testMilkBad
23,14,Lattebad,47,fondenteright,23,1,1034,fond6,DGMB,test,testMilkBad
23,14,Lattebad,49,badleft,18,1,1374,male,DGMB,test,testMilkBad
23,14,Lattebad,51,fondenteright,23,1,902,fond5,DGMB,test,testMilkBad
23,14,Lattebad,53,goodright,18,0,823,piacere,DGMB,test,testMilkBad
23,14,Lattebad,55,fondenteright,23,1,1699,fond2,DGMB,test,testMilkBad
23,14,Lattebad,57,goodright,23,1,2859,bello,DGMB,test,testMilkBad
23,14,Lattebad,59,latteleft,18,1,1137,latte2,DGMB,test,testMilkBad
23,14,Lattebad,61,goodright,23,1,769,meraviglioso,DGMB,test,testMilkBad
23,14,Lattebad,63,fondenteright,23,1,1347,fond4,DGMB,test,testMilkBad
23,14,Lattebad,65,goodright,23,1,1670,eccellente,DGMB,test,testMilkBad
23,14,Lattebad,67,latteleft,18,1,1753,latte7,DGMB,test,testMilkBad
23,14,Lattebad,69,badleft,18,1,1059,disastro,DGMB,test,testMilkBad
23,14,Lattebad,71,latteleft,18,1,1582,latte4,DGMB,test,testMilkBad
23,14,Lattebad,73,badleft,18,1,750,fastidioso,DGMB,test,testMilkBad
23,14,Lattebad,75,fondenteright,23,1,882,fond3,DGMB,test,testMilkBad
23,14,Lattebad,77,goodright,23,1,1128,stupendo,DGMB,test,testMilkBad
23,14,Lattebad,79,fondenteright,23,1,1241,fond4,DGMB,test,testMilkBad
23,14,Lattebad,81,badleft,18,1,2503,terribile,DGMB,test,testMilkBad
23,14,Lattebad,83,fondenteright,23,1,880,fond1,DGMB,test,testMilkBad
23,14,Lattebad,85,badleft,18,1,1103,nocivo,DGMB,test,testMilkBad
23,14,Lattebad,87,fondenteright,23,1,722,fond2,DGMB,test,testMilkBad
23,14,Lattebad,89,goodright,23,1,1377,gloria,DGMB,test,testMilkBad
23,14,Lattebad,91,latteleft,18,1,1073,latte5,DGMB,test,testMilkBad
23,14,Lattebad,93,goodright,23,1,2133,paradiso,DGMB,test,testMilkBad
23,14,Lattebad,95,fondenteright,23,1,860,fond3,DGMB,test,testMilkBad
23,14,Lattebad,97,badleft,18,1,1157,fallimento,DGMB,test,testMilkBad
23,14,Lattebad,99,latteleft,18,1,1547,latte3,DGMB,test,testMilkBad
23,14,Lattebad,101,badleft,18,1,1526,orribile,DGMB,test,testMilkBad
23,14,Lattebad,103,fondenteright,23,1,918,fond6,DGMB,test,testMilkBad
23,14,Lattebad,105,badleft,18,1,1940,disastro,DGMB,test,testMilkBad
23,14,Lattebad,107,fondenteright,23,1,1070,fond7,DGMB,test,testMilkBad
23,14,Lattebad,109,badleft,18,1,978,fallimento,DGMB,test,testMilkBad
23,14,Lattebad,111,fondenteright,23,1,802,fond5,DGMB,test,testMilkBad
23,14,Lattebad,113,goodright,23,1,1153,buono,DGMB,test,testMilkBad
23,14,Lattebad,115,fondenteright,23,1,831,fond7,DGMB,test,testMilkBad
23,14,Lattebad,117,goodright,23,1,707,stupendo,DGMB,test,testMilkBad
23,14,Lattebad,119,latteleft,18,1,607,latte5,DGMB,test,testMilkBad
23,14,Lattebad,121,goodright,23,1,894,pace,DGMB,test,testMilkBad
29,20,Fondentebad,2,badleft,18,1,962,orribile,MGDB,practice,practiceMilkGood
29,20,Fondentebad,4,latteright,23,1,859,latte7,MGDB,practice,practiceMilkGood
29,20,Fondentebad,6,badleft,18,1,1188,fallimento,MGDB,practice,practiceMilkGood
29,20,Fondentebad,8,latteright,23,1,695,latte3,MGDB,practice,practiceMilkGood
29,20,Fondentebad,10,goodright,23,1,745,buono,MGDB,practice,practiceMilkGood
29,20,Fondentebad,12,latteright,23,1,612,latte4,MGDB,practice,practiceMilkGood
29,20,Fondentebad,14,badleft,18,1,822,brutto,MGDB,practice,practiceMilkGood
29,20,Fondentebad,16,latteright,23,1,1170,latte1,MGDB,practice,practiceMilkGood
29,20,Fondentebad,18,badleft,18,1,795,nocivo,MGDB,practice,practiceMilkGood
29,20,Fondentebad,20,latteright,23,1,1153,latte5,MGDB,practice,practiceMilkGood
29,20,Fondentebad,22,badleft,18,1,708,schifo,MGDB,practice,practiceMilkGood
29,20,Fondentebad,24,latteright,23,1,768,latte2,MGDB,practice,practiceMilkGood
29,20,Fondentebad,26,goodright,23,1,743,gloria,MGDB,practice,practiceMilkGood
29,20,Fondentebad,28,fondenteleft,18,1,611,fond1,MGDB,practice,practiceMilkGood
29,20,Fondentebad,30,badleft,18,1,1276,terribile,MGDB,practice,practiceMilkGood
29,20,Fondentebad,32,fondenteleft,18,1,530,fond2,MGDB,practice,practiceMilkGood
29,20,Fondentebad,34,goodright,23,1,716,stupendo,MGDB,practice,practiceMilkGood
29,20,Fondentebad,36,fondenteleft,18,1,970,fond3,MGDB,practice,practiceMilkGood
29,20,Fondentebad,38,goodright,23,1,811,meraviglioso,MGDB,practice,practiceMilkGood
29,20,Fondentebad,40,fondenteleft,18,1,924,fond4,MGDB,practice,practiceMilkGood
29,20,Fondentebad,43,latteright,23,1,755,latte6,MGDB,test,testMilkGood
29,20,Fondentebad,45,badleft,18,1,743,cattivo,MGDB,test,testMilkGood
29,20,Fondentebad,47,latteright,23,1,491,latte2,MGDB,test,testMilkGood
29,20,Fondentebad,49,badleft,18,1,1101,male,MGDB,test,testMilkGood
29,20,Fondentebad,51,latteright,23,1,584,latte4,MGDB,test,testMilkGood
29,20,Fondentebad,53,goodright,23,1,684,pace,MGDB,test,testMilkGood
29,20,Fondentebad,55,fondenteleft,18,1,542,fond7,MGDB,test,testMilkGood
29,20,Fondentebad,57,badleft,18,1,807,fastidioso,MGDB,test,testMilkGood
29,20,Fondentebad,59,fondenteleft,18,1,568,fond5,MGDB,test,testMilkGood
29,20,Fondentebad,61,goodright,23,1,639,felicità,MGDB,test,testMilkGood
29,20,Fondentebad,63,fondenteleft,18,1,574,fond6,MGDB,test,testMilkGood
29,20,Fondentebad,65,goodright,23,1,1248,paradiso,MGDB,test,testMilkGood
29,20,Fondentebad,67,latteright,23,1,680,latte5,MGDB,test,testMilkGood
29,20,Fondentebad,69,badleft,18,1,679,dolore,MGDB,test,testMilkGood
29,20,Fondentebad,71,latteright,23,1,854,latte6,MGDB,test,testMilkGood
29,20,Fondentebad,73,badleft,18,1,871,agonia,MGDB,test,testMilkGood
29,20,Fondentebad,75,fondenteleft,18,1,602,fond6,MGDB,test,testMilkGood
29,20,Fondentebad,77,goodright,23,1,594,bello,MGDB,test,testMilkGood
29,20,Fondentebad,79,latteright,23,1,1464,latte1,MGDB,test,testMilkGood
29,20,Fondentebad,81,badleft,18,1,1163,disastro,MGDB,test,testMilkGood
29,20,Fondentebad,83,fondenteleft,18,1,601,fond4,MGDB,test,testMilkGood
29,20,Fondentebad,85,badleft,18,1,696,odio,MGDB,test,testMilkGood
29,20,Fondentebad,87,latteright,23,1,697,latte3,MGDB,test,testMilkGood
29,20,Fondentebad,89,goodright,23,1,1595,gioia,MGDB,test,testMilkGood
29,20,Fondentebad,91,fondenteleft,18,1,528,fond1,MGDB,test,testMilkGood
29,20,Fondentebad,93,goodright,23,1,599,piacere,MGDB,test,testMilkGood
29,20,Fondentebad,95,fondenteleft,18,1,614,fond2,MGDB,test,testMilkGood
29,20,Fondentebad,97,goodright,23,1,751,amore,MGDB,test,testMilkGood
29,20,Fondentebad,99,fondenteleft,18,1,1102,fond7,MGDB,test,testMilkGood
29,20,Fondentebad,101,goodright,23,1,1279,ridere,MGDB,test,testMilkGood
29,20,Fondentebad,103,fondenteleft,18,1,724,fond5,MGDB,test,testMilkGood
29,20,Fondentebad,105,badleft,18,1,1163,agonia,MGDB,test,testMilkGood
29,20,Fondentebad,107,fondenteleft,18,1,577,fond3,MGDB,test,testMilkGood
29,20,Fondentebad,109,goodright,23,1,659,eccellente,MGDB,test,testMilkGood
29,20,Fondentebad,111,latteright,23,1,687,latte7,MGDB,test,testMilkGood
29,20,Fondentebad,113,badleft,18,1,853,fastidioso,MGDB,test,testMilkGood
29,20,Fondentebad,115,fondenteleft,18,1,726,fond2,MGDB,test,testMilkGood
29,20,Fondentebad,117,goodright,23,1,629,paradiso,MGDB,test,testMilkGood
29,20,Fondentebad,119,latteright,23,1,769,latte6,MGDB,test,testMilkGood
29,20,Fondentebad,121,goodright,23,1,1251,meraviglioso,MGDB,test,testMilkGood
29,24,Lattebad,2,badleft,23,0,1415,fastidioso,DGMB,practice,practiceMilkBad
29,24,Lattebad,4,latteleft,18,1,1066,latte7,DGMB,practice,practiceMilkBad
29,24,Lattebad,6,badleft,18,1,1045,fallimento,DGMB,practice,practiceMilkBad
29,24,Lattebad,8,latteleft,18,1,1142,latte6,DGMB,practice,practiceMilkBad
29,24,Lattebad,10,badleft,18,1,1895,male,DGMB,practice,practiceMilkBad
29,24,Lattebad,12,fondenteright,23,1,726,fond7,DGMB,practice,practiceMilkBad
29,24,Lattebad,14,badleft,18,1,1669,cattivo,DGMB,practice,practiceMilkBad
29,24,Lattebad,16,fondenteright,23,1,783,fond1,DGMB,practice,practiceMilkBad
29,24,Lattebad,18,badleft,18,1,1411,schifo,DGMB,practice,practiceMilkBad
29,24,Lattebad,20,latteleft,18,1,1155,latte2,DGMB,practice,practiceMilkBad
29,24,Lattebad,22,goodright,23,1,799,felicità,DGMB,practice,practiceMilkBad
29,24,Lattebad,24,fondenteright,23,1,1181,fond4,DGMB,practice,practiceMilkBad
29,24,Lattebad,26,goodright,23,1,2062,buono,DGMB,practice,practiceMilkBad
29,24,Lattebad,28,fondenteright,23,1,832,fond5,DGMB,practice,practiceMilkBad
29,24,Lattebad,30,badleft,23,0,828,agonia,DGMB,practice,practiceMilkBad
29,24,Lattebad,32,fondenteright,23,1,640,fond3,DGMB,practice,practiceMilkBad
29,24,Lattebad,34,badleft,18,1,1190,brutto,DGMB,practice,practiceMilkBad
29,24,Lattebad,36,fondenteright,23,1,810,fond6,DGMB,practice,practiceMilkBad
29,24,Lattebad,38,goodright,23,1,1163,bello,DGMB,practice,practiceMilkBad
29,24,Lattebad,40,latteleft,18,1,929,latte1,DGMB,practice,practiceMilkBad
29,24,Lattebad,43,fondenteright,18,0,994,fond2,DGMB,test,testMilkBad
29,24,Lattebad,45,goodright,23,1,862,amore,DGMB,test,testMilkBad
29,24,Lattebad,47,latteleft,18,1,882,latte3,DGMB,test,testMilkBad
29,24,Lattebad,49,badleft,18,1,712,orribile,DGMB,test,testMilkBad
29,24,Lattebad,51,fondenteright,23,1,751,fond4,DGMB,test,testMilkBad
29,24,Lattebad,53,badleft,18,1,1163,dolore,DGMB,test,testMilkBad
29,24,Lattebad,55,fondenteright,23,1,545,fond5,DGMB,test,testMilkBad
29,24,Lattebad,57,badleft,18,1,909,disastro,DGMB,test,testMilkBad
29,24,Lattebad,59,latteleft,23,0,1505,latte5,DGMB,test,testMilkBad
29,24,Lattebad,61,goodright,23,1,1283,piacere,DGMB,test,testMilkBad
29,24,Lattebad,63,latteleft,18,1,1889,latte4,DGMB,test,testMilkBad
29,24,Lattebad,65,goodright,23,1,974,gloria,DGMB,test,testMilkBad
29,24,Lattebad,67,latteleft,18,1,943,latte4,DGMB,test,testMilkBad
29,24,Lattebad,69,goodright,23,1,755,ridere,DGMB,test,testMilkBad
29,24,Lattebad,71,latteleft,18,1,841,latte1,DGMB,test,testMilkBad
29,24,Lattebad,73,goodright,23,1,664,gioia,DGMB,test,testMilkBad
29,24,Lattebad,75,latteleft,18,1,1268,latte7,DGMB,test,testMilkBad
29,24,Lattebad,77,badleft,23,0,815,nocivo,DGMB,test,testMilkBad
29,24,Lattebad,79,latteleft,18,1,1216,latte3,DGMB,test,testMilkBad
29,24,Lattebad,81,goodright,23,1,585,eccellente,DGMB,test,testMilkBad
29,24,Lattebad,83,fondenteright,23,1,2493,fond3,DGMB,test,testMilkBad
29,24,Lattebad,85,badleft,18,1,788,terribile,DGMB,test,testMilkBad
29,24,Lattebad,87,fondenteright,18,0,583,fond7,DGMB,test,testMilkBad
29,24,Lattebad,89,badleft,18,1,2860,odio,DGMB,test,testMilkBad
29,24,Lattebad,91,fondenteright,23,1,1490,fond2,DGMB,test,testMilkBad
29,24,Lattebad,93,goodright,23,1,1543,meraviglioso,DGMB,test,testMilkBad
29,24,Lattebad,95,latteleft,18,1,834,latte5,DGMB,test,testMilkBad
29,24,Lattebad,97,goodright,23,1,646,paradiso,DGMB,test,testMilkBad
29,24,Lattebad,99,latteleft,23,0,2047,latte6,DGMB,test,testMilkBad
29,24,Lattebad,101,goodright,23,1,1132,pace,DGMB,test,testMilkBad
29,24,Lattebad,103,fondenteright,23,1,1068,fond6,DGMB,test,testMilkBad
29,24,Lattebad,105,badleft,18,1,1312,cattivo,DGMB,test,testMilkBad
29,24,Lattebad,107,latteleft,18,1,566,latte2,DGMB,test,testMilkBad
29,24,Lattebad,109,goodright,23,1,773,stupendo,DGMB,test,testMilkBad
29,24,Lattebad,111,fondenteright,23,1,926,fond1,DGMB,test,testMilkBad
29,24,Lattebad,113,goodright,23,1,588,piacere,DGMB,test,testMilkBad
29,24,Lattebad,115,latteleft,18,1,840,latte4,DGMB,test,testMilkBad
29,24,Lattebad,117,badleft,18,1,831,nocivo,DGMB,test,testMilkBad
29,24,Lattebad,119,fondenteright,23,1,930,fond2,DGMB,test,testMilkBad
29,24,Lattebad,121,goodright,23,1,580,gioia,DGMB,test,testMilkBad
27,20,Lattebad,2,badleft,18,1,913,disastro,DGMB,practice,practiceMilkBad
27,20,Lattebad,4,latteleft,18,1,1015,latte5,DGMB,practice,practiceMilkBad
27,20,Lattebad,6,goodright,23,1,1208,ridere,DGMB,practice,practiceMilkBad
27,20,Lattebad,8,latteleft,18,1,936,latte6,DGMB,practice,practiceMilkBad
27,20,Lattebad,10,badleft,18,1,697,fallimento,DGMB,practice,practiceMilkBad
27,20,Lattebad,12,fondenteright,23,1,562,fond2,DGMB,practice,practiceMilkBad
27,20,Lattebad,14,badleft,18,1,842,schifo,DGMB,practice,practiceMilkBad
27,20,Lattebad,16,fondenteright,23,1,832,fond4,DGMB,practice,practiceMilkBad
27,20,Lattebad,18,badleft,18,1,1052,agonia,DGMB,practice,practiceMilkBad
27,20,Lattebad,20,fondenteright,23,1,669,fond6,DGMB,practice,practiceMilkBad
27,20,Lattebad,22,goodright,23,1,785,paradiso,DGMB,practice,practiceMilkBad
27,20,Lattebad,24,latteleft,18,1,1308,latte7,DGMB,practice,practiceMilkBad
27,20,Lattebad,26,badleft,18,1,792,fastidioso,DGMB,practice,practiceMilkBad
27,20,Lattebad,28,latteleft,18,1,814,latte1,DGMB,practice,practiceMilkBad
27,20,Lattebad,30,badleft,18,1,528,odio,DGMB,practice,practiceMilkBad
27,20,Lattebad,32,fondenteright,23,1,625,fond1,DGMB,practice,practiceMilkBad
27,20,Lattebad,34,goodright,23,1,613,gioia,DGMB,practice,practiceMilkBad
27,20,Lattebad,36,fondenteright,23,1,567,fond3,DGMB,practice,practiceMilkBad
27,20,Lattebad,38,goodright,23,1,830,bello,DGMB,practice,practiceMilkBad
27,20,Lattebad,40,fondenteright,23,1,505,fond5,DGMB,practice,practiceMilkBad
27,20,Lattebad,43,latteleft,18,1,753,latte3,DGMB,test,testMilkBad
27,20,Lattebad,45,goodright,23,1,1205,buono,DGMB,test,testMilkBad
27,20,Lattebad,47,fondenteright,23,1,886,fond7,DGMB,test,testMilkBad
27,20,Lattebad,49,badleft,18,1,636,nocivo,DGMB,test,testMilkBad
27,20,Lattebad,51,fondenteright,23,1,659,fond4,DGMB,test,testMilkBad
27,20,Lattebad,53,goodright,23,1,700,meraviglioso,DGMB,test,testMilkBad
27,20,Lattebad,55,latteleft,18,1,568,latte4,DGMB,test,testMilkBad
27,20,Lattebad,57,badleft,18,1,655,male,DGMB,test,testMilkBad
27,20,Lattebad,59,fondenteright,23,1,537,fond2,DGMB,test,testMilkBad
27,20,Lattebad,61,goodright,23,1,1098,piacere,DGMB,test,testMilkBad
27,20,Lattebad,63,latteleft,18,1,1541,latte2,DGMB,test,testMilkBad
27,20,Lattebad,65,badleft,18,1,734,orribile,DGMB,test,testMilkBad
27,20,Lattebad,67,latteleft,18,1,751,latte3,DGMB,test,testMilkBad
27,20,Lattebad,69,goodright,23,1,619,stupendo,DGMB,test,testMilkBad
27,20,Lattebad,71,latteleft,23,0,495,latte2,DGMB,test,testMilkBad
27,20,Lattebad,73,goodright,23,1,961,pace,DGMB,test,testMilkBad
27,20,Lattebad,75,latteleft,18,1,583,latte5,DGMB,test,testMilkBad
27,20,Lattebad,77,badleft,18,1,979,brutto,DGMB,test,testMilkBad
27,20,Lattebad,79,fondenteright,23,1,647,fond5,DGMB,test,testMilkBad
27,20,Lattebad,81,badleft,18,1,750,dolore,DGMB,test,testMilkBad
27,20,Lattebad,83,fondenteright,18,0,1170,fond6,DGMB,test,testMilkBad
27,20,Lattebad,85,badleft,18,1,1130,terribile,DGMB,test,testMilkBad
27,20,Lattebad,87,latteleft,18,1,755,latte4,DGMB,test,testMilkBad
27,20,Lattebad,89,badleft,18,1,671,cattivo,DGMB,test,testMilkBad
27,20,Lattebad,91,fondenteright,23,1,550,fond1,DGMB,test,testMilkBad
27,20,Lattebad,93,goodright,23,1,762,eccellente,DGMB,test,testMilkBad
27,20,Lattebad,95,latteleft,18,1,624,latte1,DGMB,test,testMilkBad
27,20,Lattebad,97,goodright,23,1,812,amore,DGMB,test,testMilkBad
27,20,Lattebad,99,fondenteright,23,1,942,fond3,DGMB,test,testMilkBad
27,20,Lattebad,101,badleft,18,1,663,disastro,DGMB,test,testMilkBad
27,20,Lattebad,103,latteleft,18,1,947,latte7,DGMB,test,testMilkBad
27,20,Lattebad,105,goodright,23,1,966,gloria,DGMB,test,testMilkBad
27,20,Lattebad,107,fondenteright,23,1,1367,fond7,DGMB,test,testMilkBad
27,20,Lattebad,109,goodright,23,1,933,felicità,DGMB,test,testMilkBad
27,20,Lattebad,111,latteleft,18,1,1086,latte6,DGMB,test,testMilkBad
27,20,Lattebad,113,goodright,23,1,1180,piacere,DGMB,test,testMilkBad
27,20,Lattebad,115,latteleft,23,0,927,latte4,DGMB,test,testMilkBad
27,20,Lattebad,117,goodright,23,1,878,felicità,DGMB,test,testMilkBad
27,20,Lattebad,119,fondenteright,18,0,788,fond5,DGMB,test,testMilkBad
27,20,Lattebad,121,badleft,18,1,1488,male,DGMB,test,testMilkBad
27,24,Fondentebad,2,badleft,18,1,807,dolore,MGDB,practice,practiceMilkGood
27,24,Fondentebad,4,fondenteleft,18,1,440,fond2,MGDB,practice,practiceMilkGood
27,24,Fondentebad,6,goodright,23,1,2279,ridere,MGDB,practice,practiceMilkGood
27,24,Fondentebad,8,latteright,23,1,1236,latte6,MGDB,practice,practiceMilkGood
27,24,Fondentebad,10,badleft,18,1,1535,fallimento,MGDB,practice,practiceMilkGood
27,24,Fondentebad,12,fondenteleft,18,1,1407,fond5,MGDB,practice,practiceMilkGood
27,24,Fondentebad,14,badleft,18,1,540,odio,MGDB,practice,practiceMilkGood
27,24,Fondentebad,16,latteright,23,1,681,latte7,MGDB,practice,practiceMilkGood
27,24,Fondentebad,18,badleft,18,1,1248,fastidioso,MGDB,practice,practiceMilkGood
27,24,Fondentebad,20,latteright,23,1,800,latte1,MGDB,practice,practiceMilkGood
27,24,Fondentebad,22,goodright,23,1,743,gioia,MGDB,practice,practiceMilkGood
27,24,Fondentebad,24,fondenteleft,18,1,531,fond6,MGDB,practice,practiceMilkGood
27,24,Fondentebad,26,badleft,18,1,668,disastro,MGDB,practice,practiceMilkGood
27,24,Fondentebad,28,latteright,23,1,568,latte2,MGDB,practice,practiceMilkGood
27,24,Fondentebad,30,badleft,18,1,751,male,MGDB,practice,practiceMilkGood
27,24,Fondentebad,32,fondenteleft,23,0,502,fond3,MGDB,practice,practiceMilkGood
27,24,Fondentebad,34,goodright,23,1,911,bello,MGDB,practice,practiceMilkGood
27,24,Fondentebad,36,fondenteleft,18,1,742,fond4,MGDB,practice,practiceMilkGood
27,24,Fondentebad,38,goodright,23,1,847,felicità,MGDB,practice,practiceMilkGood
27,24,Fondentebad,40,latteright,23,1,792,latte3,MGDB,practice,practiceMilkGood
27,24,Fondentebad,43,fondenteleft,18,1,1010,fond1,MGDB,test,testMilkGood
27,24,Fondentebad,45,badleft,18,1,668,terribile,MGDB,test,testMilkGood
27,24,Fondentebad,47,fondenteleft,18,1,455,fond7,MGDB,test,testMilkGood
27,24,Fondentebad,49,badleft,18,1,529,brutto,MGDB,test,testMilkGood
27,24,Fondentebad,51,fondenteleft,18,1,427,fond2,MGDB,test,testMilkGood
27,24,Fondentebad,53,goodright,23,1,687,paradiso,MGDB,test,testMilkGood
27,24,Fondentebad,55,fondenteleft,18,1,969,fond6,MGDB,test,testMilkGood
27,24,Fondentebad,57,goodright,23,1,1015,amore,MGDB,test,testMilkGood
27,24,Fondentebad,59,latteright,23,1,1032,latte4,MGDB,test,testMilkGood
27,24,Fondentebad,61,goodright,23,1,835,pace,MGDB,test,testMilkGood
27,24,Fondentebad,63,fondenteleft,18,1,1194,fond1,MGDB,test,testMilkGood
27,24,Fondentebad,65,badleft,18,1,741,agonia,MGDB,test,testMilkGood
27,24,Fondentebad,67,latteright,23,1,849,latte5,MGDB,test,testMilkGood
27,24,Fondentebad,69,badleft,18,1,1039,schifo,MGDB,test,testMilkGood
27,24,Fondentebad,71,fondenteleft,18,1,1334,fond3,MGDB,test,testMilkGood
27,24,Fondentebad,73,badleft,18,1,1246,nocivo,MGDB,test,testMilkGood
27,24,Fondentebad,75,fondenteleft,18,1,838,fond7,MGDB,test,testMilkGood
27,24,Fondentebad,77,goodright,23,1,685,buono,MGDB,test,testMilkGood
27,24,Fondentebad,79,latteright,23,1,542,latte1,MGDB,test,testMilkGood
27,24,Fondentebad,81,goodright,23,1,515,gloria,MGDB,test,testMilkGood
27,24,Fondentebad,83,latteright,23,1,466,latte5,MGDB,test,testMilkGood
27,24,Fondentebad,85,badleft,18,1,990,orribile,MGDB,test,testMilkGood
27,24,Fondentebad,87,latteright,23,1,633,latte2,MGDB,test,testMilkGood
27,24,Fondentebad,89,badleft,18,1,870,cattivo,MGDB,test,testMilkGood
27,24,Fondentebad,91,latteright,23,1,921,latte4,MGDB,test,testMilkGood
27,24,Fondentebad,93,badleft,18,1,640,male,MGDB,test,testMilkGood
27,24,Fondentebad,95,latteright,23,1,695,latte7,MGDB,test,testMilkGood
27,24,Fondentebad,97,badleft,18,1,1048,orribile,MGDB,test,testMilkGood
27,24,Fondentebad,99,fondenteleft,18,1,1265,fond4,MGDB,test,testMilkGood
27,24,Fondentebad,101,goodright,23,1,876,stupendo,MGDB,test,testMilkGood
27,24,Fondentebad,103,fondenteleft,18,1,634,fond5,MGDB,test,testMilkGood
27,24,Fondentebad,105,goodright,23,1,822,eccellente,MGDB,test,testMilkGood
27,24,Fondentebad,107,latteright,23,1,626,latte3,MGDB,test,testMilkGood
27,24,Fondentebad,109,goodright,23,1,447,meraviglioso,MGDB,test,testMilkGood
27,24,Fondentebad,111,latteright,23,1,448,latte6,MGDB,test,testMilkGood
27,24,Fondentebad,113,goodright,23,1,519,piacere,MGDB,test,testMilkGood
27,24,Fondentebad,115,fondenteleft,18,1,534,fond3,MGDB,test,testMilkGood
27,24,Fondentebad,117,goodright,23,1,608,amore,MGDB,test,testMilkGood
27,24,Fondentebad,119,latteright,23,1,953,latte5,MGDB,test,testMilkGood
27,24,Fondentebad,121,goodright,23,1,645,paradiso,MGDB,test,testMilkGood
20,10,Lattebad,2,badleft,18,1,709,brutto,DGMB,practice,practiceMilkBad
20,10,Lattebad,4,fondenteright,23,1,675,fond5,DGMB,practice,practiceMilkBad
20,10,Lattebad,6,badleft,18,1,919,orribile,DGMB,practice,practiceMilkBad
20,10,Lattebad,8,latteleft,18,1,766,latte1,DGMB,practice,practiceMilkBad
20,10,Lattebad,10,badleft,18,1,716,agonia,DGMB,practice,practiceMilkBad
20,10,Lattebad,12,fondenteright,18,0,1339,fond2,DGMB,practice,practiceMilkBad
20,10,Lattebad,14,goodright,23,1,995,felicità,DGMB,practice,practiceMilkBad
20,10,Lattebad,16,latteleft,18,1,609,latte5,DGMB,practice,practiceMilkBad
20,10,Lattebad,18,badleft,18,1,1347,terribile,DGMB,practice,practiceMilkBad
20,10,Lattebad,20,latteleft,18,1,774,latte7,DGMB,practice,practiceMilkBad
20,10,Lattebad,22,goodright,23,1,759,buono,DGMB,practice,practiceMilkBad
20,10,Lattebad,24,fondenteright,23,1,598,fond3,DGMB,practice,practiceMilkBad
20,10,Lattebad,26,badleft,23,0,621,cattivo,DGMB,practice,practiceMilkBad
20,10,Lattebad,28,latteleft,18,1,1129,latte4,DGMB,practice,practiceMilkBad
20,10,Lattebad,30,goodright,18,0,935,piacere,DGMB,practice,practiceMilkBad
20,10,Lattebad,32,fondenteright,23,1,2088,fond6,DGMB,practice,practiceMilkBad
20,10,Lattebad,34,goodright,23,1,901,bello,DGMB,practice,practiceMilkBad
20,10,Lattebad,36,fondenteright,23,1,608,fond7,DGMB,practice,practiceMilkBad
